age,income,loan_amount,loan_term_months,credit_score,num_open_accounts,num_derogatory_marks,delinquencies_2y,debt_to_income,employment_length_years,home_ownership,default
64,93400.0,15700.0,24,571.0,3,0,0,16.8,0,OWN,0
39,71300.0,23600.0,60,655.0,1,0,0,33.1,27,MORTGAGE,0
65,56400.0,11900.0,36,661.0,2,1,1,21.1,17,OTHER,1
51,37800.0,28700.0,48,676.0,4,0,0,75.9,24,MORTGAGE,1
50,49900.0,19700.0,36,800.0,5,0,0,39.5,3,RENT,0
71,97300.0,22900.0,36,567.0,5,0,0,23.5,19,MORTGAGE,0
25,37500.0,24300.0,48,623.0,1,0,2,64.8,9,OWN,0
38,75000.0,1000.0,48,646.0,2,0,0,1.3,19,RENT,0
18,35300.0,7600.0,36,690.0,5,0,0,21.5,16,MORTGAGE,0
48,59400.0,34800.0,24,724.0,4,0,1,58.6,11,OTHER,0
36,42500.0,8500.0,36,679.0,2,0,0,20.0,16,MORTGAGE,0
56,37900.0,13200.0,36,748.0,3,1,0,34.8,20,OTHER,0
19,34100.0,20000.0,36,745.0,8,0,0,58.7,23,MORTGAGE,0
64,43800.0,19000.0,36,767.0,2,0,0,43.4,16,MORTGAGE,0
67,54900.0,28200.0,36,798.0,4,0,0,51.4,28,MORTGAGE,0
40,9300.0,12900.0,48,711.0,4,0,1,138.7,22,RENT,0
38,17300.0,23600.0,60,621.0,2,1,1,136.4,20,OWN,0
71,62400.0,17700.0,48,761.0,0,0,0,28.4,17,RENT,0
18,47600.0,8100.0,48,676.0,4,0,0,17.0,23,MORTGAGE,0
36,27200.0,14800.0,60,739.0,2,1,0,54.4,15,MORTGAGE,0
72,30800.0,34600.0,36,758.0,2,1,0,112.3,16,MORTGAGE,0
49,56700.0,17200.0,36,579.0,3,0,0,30.3,20,MORTGAGE,0
72,69300.0,9300.0,48,713.0,4,0,0,13.4,6,RENT,0
52,104900.0,7700.0,36,531.0,1,1,0,7.3,6,OWN,0
59,24800.0,14400.0,48,605.0,7,0,0,58.1,4,RENT,0
18,37400.0,16900.0,24,714.0,8,0,1,45.2,10,MORTGAGE,0
36,59400.0,15500.0,24,661.0,3,0,0,26.1,19,OWN,0
74,86600.0,3700.0,60,628.0,6,0,0,4.3,20,MORTGAGE,0
58,43400.0,6400.0,24,708.0,4,0,0,14.7,29,RENT,1
55,47200.0,22300.0,48,727.0,4,0,0,47.2,28,MORTGAGE,0
31,26500.0,20000.0,48,635.0,6,0,0,75.5,7,RENT,0
71,20900.0,24600.0,36,671.0,5,0,0,117.7,25,RENT,0
44,50100.0,10300.0,48,725.0,5,0,0,20.6,13,RENT,0
61,25900.0,28600.0,36,742.0,3,0,0,110.4,17,RENT,0
23,31400.0,6900.0,48,694.0,0,0,1,22.0,5,MORTGAGE,0
18,17600.0,16200.0,36,706.0,2,0,1,92.0,18,OTHER,0
40,85600.0,13800.0,60,741.0,3,0,0,16.1,1,RENT,0
61,26200.0,31200.0,36,732.0,4,0,0,119.1,16,RENT,0
65,53700.0,16000.0,48,632.0,1,0,0,29.8,7,RENT,0
69,86700.0,9400.0,48,690.0,3,0,0,10.8,15,MORTGAGE,0
52,65600.0,1000.0,36,737.0,2,0,0,1.5,14,MORTGAGE,0
61,30000.0,1000.0,36,761.0,3,0,1,3.3,7,RENT,0
50,22100.0,24300.0,48,680.0,1,1,0,110.0,13,MORTGAGE,0
50,117200.0,1300.0,60,722.0,3,0,0,1.1,20,MORTGAGE,0
55,63400.0,13100.0,48,669.0,3,1,1,20.7,16,MORTGAGE,0
68,65900.0,1000.0,60,746.0,1,0,0,1.5,17,MORTGAGE,0
46,50100.0,23300.0,60,653.0,4,0,0,46.5,15,OWN,0
49,31700.0,29700.0,24,551.0,1,1,0,93.7,11,MORTGAGE,0
72,87600.0,11800.0,12,766.0,1,0,0,13.5,27,OWN,0
45,56100.0,15200.0,36,700.0,3,0,0,27.1,14,RENT,0
70,50600.0,10900.0,48,685.0,5,0,0,21.5,9,MORTGAGE,0
65,89700.0,21900.0,12,555.0,0,0,0,24.4,27,OWN,0
42,82300.0,10900.0,36,705.0,1,0,2,13.2,27,OWN,1
31,76100.0,1000.0,36,850.0,4,1,0,1.3,7,OTHER,0
45,75700.0,1000.0,36,646.0,3,0,0,1.3,15,MORTGAGE,0
67,49600.0,26800.0,60,850.0,1,0,0,54.0,6,OWN,0
71,39300.0,10900.0,48,645.0,4,0,0,27.7,20,RENT,0
35,75100.0,20900.0,48,746.0,2,0,1,27.8,22,MORTGAGE,1
22,58300.0,26500.0,48,660.0,0,0,0,45.5,4,MORTGAGE,0
34,58500.0,3600.0,48,682.0,3,0,0,6.2,2,MORTGAGE,0
62,53600.0,1000.0,24,658.0,2,0,0,1.9,11,RENT,0
30,70100.0,29100.0,36,650.0,4,0,0,41.5,17,MORTGAGE,0
53,38100.0,18600.0,24,751.0,2,0,0,48.8,17,MORTGAGE,0
67,29700.0,19100.0,36,707.0,4,0,0,64.3,26,MORTGAGE,0
32,55100.0,14100.0,36,810.0,2,0,0,25.6,21,OWN,0
49,49700.0,11700.0,36,707.0,2,0,1,23.5,17,MORTGAGE,0
45,27400.0,13100.0,36,605.0,5,1,0,47.8,17,MORTGAGE,1
72,46700.0,31600.0,60,689.0,2,0,0,67.7,29,OWN,0
28,90500.0,25400.0,36,714.0,1,0,1,28.1,5,MORTGAGE,0
73,57600.0,27500.0,48,603.0,2,0,0,47.7,9,MORTGAGE,0
49,52600.0,22100.0,60,663.0,6,0,1,42.0,2,MORTGAGE,0
64,89500.0,12200.0,48,765.0,2,0,0,13.6,11,OTHER,0
55,58800.0,1000.0,48,837.0,4,1,2,1.7,14,OWN,0
41,78300.0,20900.0,60,573.0,2,0,0,26.7,6,MORTGAGE,0
34,69400.0,39100.0,12,654.0,1,0,0,56.3,22,MORTGAGE,0
31,78400.0,19200.0,36,642.0,2,2,1,24.5,26,MORTGAGE,0
51,102200.0,12800.0,36,635.0,3,1,1,12.5,16,OWN,0
33,104900.0,26500.0,36,660.0,4,1,0,25.3,12,MORTGAGE,0
73,107000.0,16300.0,48,822.0,2,1,0,15.2,22,MORTGAGE,1
22,43400.0,39900.0,48,730.0,2,0,0,91.9,9,RENT,0
53,96900.0,17200.0,48,711.0,4,0,1,17.8,1,OWN,0
40,63200.0,1000.0,48,658.0,5,0,1,1.6,2,MORTGAGE,0
45,52800.0,31900.0,36,741.0,2,0,0,60.4,11,MORTGAGE,0
54,91700.0,28800.0,36,725.0,3,0,0,31.4,20,RENT,0
73,58600.0,10900.0,36,687.0,1,1,1,18.6,25,RENT,0
61,83800.0,12500.0,60,729.0,1,0,0,14.9,5,MORTGAGE,0
70,62300.0,1000.0,12,685.0,3,0,0,1.6,8,MORTGAGE,0
71,88600.0,5500.0,36,498.0,4,0,0,6.2,17,RENT,0
32,8700.0,10000.0,36,717.0,5,0,0,114.9,13,OWN,0
50,60000.0,14600.0,48,746.0,2,0,0,24.3,23,MORTGAGE,0
41,84200.0,15500.0,60,650.0,4,0,0,18.4,2,RENT,0
64,49500.0,26100.0,36,567.0,5,0,1,52.7,18,RENT,0
47,24400.0,1000.0,60,697.0,5,0,0,4.1,18,MORTGAGE,0
40,116800.0,7700.0,24,692.0,0,0,0,6.6,15,OWN,0
34,69500.0,18200.0,24,708.0,5,0,0,26.2,10,MORTGAGE,0
72,71500.0,24600.0,12,731.0,3,0,0,34.4,26,OTHER,1
33,92100.0,5400.0,24,741.0,1,0,1,5.9,12,MORTGAGE,0
20,84600.0,11800.0,48,559.0,5,0,0,13.9,22,RENT,1
54,82300.0,8800.0,60,672.0,2,1,0,10.7,14,MORTGAGE,0
68,24600.0,4000.0,12,592.0,3,0,0,16.3,25,OTHER,0
44,57500.0,4900.0,36,668.0,3,0,0,8.5,13,OWN,1
67,27000.0,11400.0,48,668.0,3,0,0,42.2,2,RENT,0
55,52900.0,13000.0,36,716.0,3,0,0,24.6,15,MORTGAGE,0
64,26600.0,1600.0,36,742.0,3,0,0,6.0,0,MORTGAGE,0
36,50100.0,18300.0,36,545.0,4,0,0,36.5,19,MORTGAGE,0
31,51400.0,23200.0,60,717.0,4,0,0,45.1,5,MORTGAGE,0
59,36600.0,24200.0,48,684.0,2,1,1,66.1,12,RENT,0
23,38300.0,10800.0,36,713.0,3,0,0,28.2,0,RENT,0
28,44600.0,5600.0,48,668.0,2,0,1,12.6,29,MORTGAGE,0
22,40600.0,32500.0,36,651.0,2,0,0,80.0,13,RENT,0
52,74900.0,17200.0,48,751.0,1,0,0,23.0,27,RENT,0
46,55800.0,11700.0,24,721.0,2,0,0,21.0,5,MORTGAGE,0
61,69500.0,20000.0,48,669.0,5,1,1,28.8,20,MORTGAGE,0
22,43000.0,11200.0,36,604.0,3,0,0,26.0,17,OWN,0
36,50900.0,5000.0,24,687.0,4,0,0,9.8,16,MORTGAGE,0
69,74900.0,18700.0,36,785.0,2,0,1,25.0,5,OWN,0
63,59000.0,33900.0,36,620.0,2,0,0,57.5,20,MORTGAGE,0
45,72500.0,44000.0,48,528.0,3,0,1,60.7,5,OWN,0
45,51900.0,5400.0,60,746.0,4,0,0,10.4,16,MORTGAGE,0
40,8000.0,26500.0,48,746.0,1,0,1,331.2,7,RENT,0
67,74500.0,19000.0,60,735.0,2,0,0,25.5,0,OWN,1
70,57900.0,3600.0,60,682.0,1,1,0,6.2,24,MORTGAGE,0
20,60400.0,2300.0,48,613.0,3,0,0,3.8,14,MORTGAGE,0
56,63400.0,21800.0,48,673.0,0,0,0,34.4,21,RENT,0
25,51600.0,12700.0,36,644.0,2,0,1,24.6,16,RENT,0
68,35900.0,15300.0,48,674.0,4,0,0,42.6,29,RENT,0
65,50400.0,1000.0,36,701.0,4,0,0,2.0,25,OWN,0
19,41800.0,26200.0,48,727.0,7,0,0,62.7,0,MORTGAGE,0
30,17700.0,27700.0,60,635.0,7,0,0,156.5,23,MORTGAGE,0
66,51700.0,13200.0,36,713.0,3,0,1,25.5,9,OTHER,0
71,39300.0,2000.0,36,688.0,3,0,0,5.1,18,MORTGAGE,0
20,116200.0,1000.0,36,626.0,2,0,0,0.9,15,OTHER,0
28,61900.0,16500.0,36,643.0,2,0,0,26.7,23,RENT,0
51,46600.0,24500.0,36,640.0,5,0,0,52.6,16,MORTGAGE,0
35,78000.0,36000.0,48,698.0,2,0,1,46.2,20,MORTGAGE,0
25,90600.0,9000.0,36,698.0,3,0,0,9.9,7,MORTGAGE,0
20,64200.0,24500.0,36,686.0,2,0,1,38.2,22,MORTGAGE,0
63,71600.0,12100.0,12,772.0,2,0,0,16.9,15,OWN,0
63,71700.0,21400.0,36,776.0,5,1,0,29.8,29,MORTGAGE,0
22,8000.0,7000.0,36,576.0,5,0,0,87.5,11,MORTGAGE,0
36,59200.0,15400.0,48,778.0,1,0,0,26.0,16,RENT,0
68,46100.0,15900.0,24,658.0,5,0,0,34.5,2,RENT,0
35,85400.0,19400.0,60,802.0,1,1,1,22.7,8,OWN,0
50,59900.0,6500.0,48,579.0,7,1,0,10.9,3,OTHER,0
35,36000.0,22900.0,12,781.0,3,1,1,63.6,13,OTHER,0
51,78800.0,7400.0,36,666.0,1,0,0,9.4,21,RENT,0
63,30400.0,29800.0,48,629.0,2,0,0,98.0,26,RENT,0
72,82700.0,18200.0,60,684.0,0,0,0,22.0,11,RENT,0
67,89300.0,9300.0,48,765.0,6,0,0,10.4,29,MORTGAGE,0
31,44700.0,2800.0,48,543.0,3,0,1,6.3,3,RENT,0
49,56000.0,19300.0,48,656.0,1,0,0,34.5,8,MORTGAGE,0
68,62000.0,8200.0,60,705.0,3,0,0,13.2,14,MORTGAGE,0
43,89900.0,1000.0,36,719.0,2,0,0,1.1,22,RENT,0
30,78900.0,1700.0,36,647.0,2,0,0,2.2,12,RENT,0
71,77400.0,25100.0,48,610.0,2,1,1,32.4,2,RENT,1
65,77900.0,1000.0,36,697.0,4,1,1,1.3,2,RENT,0
45,77300.0,10800.0,48,580.0,2,0,1,14.0,0,OTHER,0
41,63400.0,13000.0,12,651.0,2,1,0,20.5,17,MORTGAGE,0
47,64300.0,16600.0,48,691.0,3,0,0,25.8,27,MORTGAGE,0
27,20600.0,18800.0,36,787.0,5,0,0,91.3,28,RENT,0
40,60000.0,18400.0,36,663.0,4,0,0,30.7,28,MORTGAGE,0
57,71500.0,12200.0,36,546.0,4,0,0,17.1,4,RENT,0
45,47400.0,1000.0,24,632.0,2,0,0,2.1,7,RENT,0
66,86300.0,26300.0,60,745.0,2,0,0,30.5,23,RENT,0
54,44000.0,10000.0,48,752.0,4,0,0,22.7,26,OTHER,0
56,93500.0,1000.0,36,581.0,5,0,0,1.1,0,OWN,0
74,66900.0,29800.0,48,628.0,1,0,0,44.5,13,RENT,0
67,51900.0,15500.0,24,713.0,1,0,0,29.9,11,MORTGAGE,0
37,81500.0,26300.0,36,699.0,2,0,0,32.3,5,MORTGAGE,0
20,32200.0,27200.0,48,633.0,1,1,1,84.5,3,MORTGAGE,0
74,59800.0,16000.0,36,759.0,3,0,0,26.8,27,RENT,0
42,37600.0,5400.0,12,643.0,2,0,0,14.4,23,MORTGAGE,0
54,30800.0,13600.0,36,617.0,1,0,1,44.2,15,OWN,0
52,60100.0,13600.0,36,725.0,2,0,0,22.6,24,OWN,0
31,61800.0,30900.0,48,530.0,1,0,1,50.0,29,MORTGAGE,0
61,57800.0,23000.0,60,642.0,2,0,2,39.8,6,RENT,0
68,44000.0,1000.0,12,639.0,2,0,0,2.3,22,RENT,0
53,60400.0,43300.0,36,632.0,4,0,0,71.7,10,MORTGAGE,0
61,88500.0,32000.0,60,850.0,1,0,0,36.2,20,OWN,0
20,31400.0,16900.0,60,678.0,5,0,0,53.8,5,MORTGAGE,1
22,69500.0,3800.0,24,705.0,2,0,0,5.5,2,MORTGAGE,0
35,26500.0,16100.0,36,636.0,3,0,0,60.8,21,OWN,0
56,25000.0,35800.0,36,614.0,4,1,0,143.2,20,MORTGAGE,0
33,63500.0,25600.0,60,685.0,2,0,0,40.3,9,OWN,0
35,41600.0,17400.0,36,673.0,8,0,1,41.8,0,RENT,0
30,38200.0,9700.0,48,616.0,3,0,0,25.4,2,RENT,0
64,70700.0,1000.0,24,672.0,3,0,0,1.4,27,MORTGAGE,0
34,23500.0,11600.0,36,591.0,1,0,0,49.4,19,MORTGAGE,0
27,67200.0,2800.0,24,840.0,5,0,2,4.2,23,MORTGAGE,0
59,67200.0,17200.0,60,628.0,1,0,0,25.6,29,OWN,0
30,45100.0,9200.0,60,678.0,2,0,0,20.4,25,MORTGAGE,0
30,116500.0,15700.0,48,649.0,1,0,0,13.5,3,MORTGAGE,0
69,46900.0,20100.0,36,686.0,3,0,1,42.9,14,RENT,0
56,27700.0,25200.0,36,662.0,3,0,1,91.0,22,OTHER,1
66,66700.0,10200.0,60,673.0,2,0,0,15.3,28,MORTGAGE,0
53,39300.0,13700.0,60,688.0,6,1,0,34.9,14,MORTGAGE,0
34,50100.0,8800.0,60,673.0,4,1,0,17.6,3,MORTGAGE,1
30,34100.0,22900.0,60,789.0,2,1,0,67.2,10,RENT,0
34,78100.0,11200.0,36,610.0,3,0,0,14.3,18,RENT,0
37,56700.0,22400.0,48,659.0,3,0,0,39.5,19,MORTGAGE,0
63,27600.0,38800.0,60,624.0,1,0,0,140.6,20,RENT,0
37,77600.0,20200.0,36,768.0,2,0,0,26.0,5,OWN,0
21,58500.0,10900.0,60,621.0,4,0,0,18.6,3,MORTGAGE,0
21,44200.0,21900.0,48,669.0,4,0,0,49.5,10,MORTGAGE,0
21,56000.0,16400.0,48,728.0,4,0,0,29.3,29,MORTGAGE,0
31,55400.0,14200.0,36,733.0,4,0,1,25.6,9,MORTGAGE,0
23,67000.0,8000.0,36,614.0,4,0,1,11.9,27,MORTGAGE,0
58,43200.0,19300.0,48,642.0,4,0,0,44.7,17,MORTGAGE,1
24,45500.0,1000.0,36,595.0,5,0,1,2.2,4,RENT,0
41,36300.0,30100.0,48,661.0,1,0,0,82.9,28,MORTGAGE,0
43,49300.0,6900.0,60,600.0,5,0,0,14.0,13,MORTGAGE,0
56,105000.0,11700.0,36,699.0,2,0,0,11.1,5,OWN,0
34,67100.0,25700.0,48,656.0,1,0,0,38.3,4,RENT,0
58,56600.0,24900.0,60,778.0,2,0,2,44.0,3,RENT,0
50,117400.0,28300.0,24,681.0,2,0,0,24.1,3,MORTGAGE,0
69,60300.0,7500.0,36,719.0,2,2,0,12.4,29,OWN,0
69,60000.0,27800.0,24,560.0,3,0,0,46.3,12,OWN,0
58,11300.0,12700.0,24,663.0,4,0,0,112.4,23,MORTGAGE,0
26,8000.0,18500.0,24,774.0,1,0,0,231.2,10,OWN,0
32,60400.0,12000.0,36,669.0,9,0,0,19.9,5,MORTGAGE,0
36,116400.0,24800.0,36,747.0,4,0,0,21.3,14,RENT,0
27,68000.0,15900.0,60,631.0,3,0,2,23.4,26,MORTGAGE,0
35,64300.0,12200.0,24,650.0,2,0,0,19.0,3,MORTGAGE,0
25,117800.0,26400.0,60,595.0,2,0,0,22.4,17,RENT,0
56,78300.0,21100.0,12,820.0,4,0,1,26.9,1,RENT,0
34,90800.0,12800.0,36,831.0,3,0,0,14.1,24,RENT,0
42,32900.0,15300.0,24,563.0,5,0,0,46.5,26,MORTGAGE,0
49,18700.0,8400.0,48,850.0,2,0,0,44.9,15,OWN,0
70,50200.0,11000.0,24,717.0,5,0,0,21.9,7,RENT,0
56,26600.0,7900.0,60,613.0,6,1,0,29.7,23,MORTGAGE,0
48,107100.0,2500.0,60,699.0,2,0,0,2.3,8,OWN,0
64,28800.0,6200.0,36,717.0,2,0,0,21.5,17,MORTGAGE,0
71,57200.0,5200.0,12,658.0,1,0,0,9.1,13,MORTGAGE,0
68,55400.0,19300.0,36,779.0,2,0,1,34.8,5,RENT,1
29,61400.0,1000.0,12,670.0,3,0,0,1.6,11,MORTGAGE,0
47,95800.0,1000.0,60,634.0,7,0,0,1.0,25,OWN,0
54,40000.0,5300.0,60,700.0,6,1,0,13.2,26,MORTGAGE,1
58,47900.0,18500.0,60,650.0,6,0,1,38.6,4,RENT,0
33,59600.0,9500.0,60,649.0,4,0,0,15.9,27,RENT,0
74,64000.0,22500.0,36,633.0,3,1,2,35.2,23,MORTGAGE,0
44,66400.0,34000.0,36,768.0,3,0,0,51.2,16,OWN,0
54,33900.0,9700.0,36,720.0,5,0,0,28.6,22,MORTGAGE,0
49,55100.0,30500.0,24,671.0,4,1,0,55.4,19,MORTGAGE,1
70,34400.0,1000.0,60,658.0,2,0,0,2.9,18,MORTGAGE,0
64,73200.0,5200.0,24,651.0,6,0,0,7.1,4,MORTGAGE,0
24,97400.0,5700.0,12,762.0,5,0,1,5.9,10,RENT,0
19,99100.0,4600.0,24,534.0,4,0,0,4.6,8,OWN,0
18,67800.0,1000.0,48,777.0,4,0,0,1.5,26,OWN,0
36,42000.0,16500.0,60,647.0,3,0,0,39.3,28,RENT,0
63,85700.0,1000.0,24,660.0,5,1,0,1.2,19,MORTGAGE,1
55,84500.0,12200.0,48,626.0,2,0,1,14.4,26,OWN,0
62,82500.0,22200.0,60,657.0,2,1,2,26.9,17,RENT,0
22,75500.0,13900.0,12,611.0,3,1,0,18.4,2,RENT,0
36,55600.0,9400.0,48,559.0,4,0,0,16.9,18,MORTGAGE,0
70,82900.0,4200.0,12,746.0,4,0,0,5.1,19,MORTGAGE,0
40,20400.0,26800.0,36,604.0,3,0,0,131.4,8,OTHER,0
70,79300.0,19700.0,12,752.0,2,0,1,24.8,25,MORTGAGE,0
41,33100.0,35900.0,48,637.0,2,0,1,108.5,16,RENT,0
38,116400.0,22100.0,36,711.0,2,0,0,19.0,21,OWN,0
28,91600.0,8700.0,48,609.0,7,1,0,9.5,24,MORTGAGE,0
24,124200.0,18400.0,48,618.0,4,0,0,14.8,14,MORTGAGE,0
25,38900.0,4000.0,24,649.0,2,1,0,10.3,21,OWN,0
26,29700.0,19300.0,24,754.0,3,1,0,65.0,7,MORTGAGE,0
30,26500.0,11800.0,48,622.0,4,1,0,44.5,28,MORTGAGE,0
66,82400.0,8700.0,36,609.0,2,0,0,10.6,14,MORTGAGE,0
39,64700.0,16400.0,36,572.0,3,0,0,25.3,14,MORTGAGE,0
20,40600.0,11500.0,24,608.0,3,1,0,28.3,25,MORTGAGE,0
51,84000.0,28800.0,36,551.0,3,0,0,34.3,23,RENT,0
72,124100.0,1000.0,36,684.0,2,0,0,0.8,23,MORTGAGE,0
30,64900.0,7800.0,36,731.0,4,0,0,12.0,0,MORTGAGE,0
43,38900.0,13500.0,48,742.0,3,0,0,34.7,9,MORTGAGE,0
40,28900.0,17200.0,36,652.0,5,0,0,59.5,5,MORTGAGE,0
39,30900.0,16400.0,48,692.0,3,0,0,53.1,0,OWN,0
39,66200.0,23100.0,48,762.0,3,0,1,34.9,16,RENT,0
74,16800.0,2200.0,48,707.0,2,0,0,13.1,29,RENT,0
68,59300.0,29200.0,24,655.0,2,1,0,49.2,16,RENT,0
55,57700.0,14200.0,36,721.0,9,1,0,24.6,10,OTHER,0
47,80000.0,3100.0,36,665.0,1,0,0,3.9,11,OWN,0
54,19200.0,10300.0,48,715.0,5,0,0,53.6,26,MORTGAGE,1
67,50800.0,18200.0,48,758.0,2,0,0,35.8,2,OWN,0
63,72200.0,8100.0,36,710.0,0,0,1,11.2,8,MORTGAGE,0
37,55500.0,12700.0,36,718.0,3,0,0,22.9,26,MORTGAGE,0
42,38900.0,13700.0,36,685.0,2,1,0,35.2,24,MORTGAGE,0
60,48300.0,17000.0,48,674.0,2,0,1,35.2,12,OWN,0
62,39300.0,25200.0,36,674.0,2,0,1,64.1,2,MORTGAGE,0
51,110000.0,11200.0,48,709.0,2,2,0,10.2,18,MORTGAGE,0
31,84300.0,26600.0,36,723.0,3,1,0,31.6,5,RENT,0
47,89300.0,1000.0,24,719.0,1,0,1,1.1,24,OTHER,0
23,72000.0,26100.0,36,712.0,3,0,0,36.2,29,OWN,0
53,34200.0,2000.0,48,616.0,7,0,0,5.8,9,RENT,0
56,49800.0,16600.0,48,651.0,2,1,0,33.3,28,RENT,0
30,25400.0,7700.0,60,651.0,6,1,0,30.3,18,MORTGAGE,1
56,40600.0,16700.0,36,535.0,4,0,0,41.1,18,OTHER,0
70,74300.0,17300.0,36,551.0,4,0,0,23.3,10,RENT,0
37,8000.0,15100.0,24,663.0,5,0,0,188.8,29,OWN,0
72,54700.0,10900.0,36,720.0,4,0,0,19.9,5,MORTGAGE,1
46,66800.0,11000.0,36,711.0,5,0,0,16.5,0,OWN,1
32,69000.0,10100.0,36,628.0,3,0,1,14.6,5,OWN,0
18,30500.0,16200.0,60,732.0,4,0,1,53.1,26,MORTGAGE,0
20,29100.0,18100.0,36,596.0,2,0,1,62.2,23,MORTGAGE,0
66,39200.0,38700.0,24,664.0,4,1,1,98.7,28,MORTGAGE,0
64,76400.0,24000.0,36,677.0,2,0,0,31.4,7,MORTGAGE,0
35,75100.0,16900.0,24,616.0,3,0,0,22.5,20,MORTGAGE,0
33,10100.0,10300.0,48,665.0,3,0,1,102.0,12,RENT,0
40,75300.0,15300.0,36,618.0,3,0,0,20.3,20,RENT,0
44,67300.0,17800.0,36,641.0,2,0,0,26.4,29,RENT,1
36,53500.0,13500.0,48,683.0,1,0,0,25.2,28,RENT,0
55,73500.0,18100.0,36,624.0,3,1,0,24.6,17,OWN,0
35,87500.0,8300.0,48,606.0,1,0,0,9.5,1,MORTGAGE,0
21,100100.0,10600.0,24,615.0,1,0,0,10.6,0,RENT,0
50,38000.0,12900.0,36,553.0,0,0,0,33.9,7,OTHER,0
68,48700.0,24400.0,36,674.0,2,0,0,50.1,27,RENT,0
41,77800.0,10300.0,48,636.0,1,0,2,13.2,13,RENT,0
74,61600.0,26200.0,36,682.0,2,1,1,42.5,19,RENT,0
63,51800.0,17700.0,60,664.0,4,0,0,34.2,28,RENT,0
62,28800.0,32300.0,36,671.0,4,0,0,112.2,17,RENT,0
63,90300.0,24500.0,12,660.0,2,2,0,27.1,15,MORTGAGE,0
67,60700.0,24400.0,48,698.0,4,0,0,40.2,29,RENT,0
29,62900.0,9400.0,36,597.0,2,0,0,14.9,10,RENT,0
40,119600.0,7800.0,36,603.0,2,1,0,6.5,4,MORTGAGE,0
37,9200.0,7100.0,36,694.0,7,1,0,77.2,20,MORTGAGE,0
71,71200.0,11100.0,36,721.0,5,0,0,15.6,9,OWN,0
39,113200.0,23500.0,36,818.0,4,0,0,20.8,4,MORTGAGE,0
37,58000.0,9100.0,60,704.0,0,0,0,15.7,10,RENT,0
37,76000.0,13300.0,36,649.0,4,0,0,17.5,2,MORTGAGE,0
35,81300.0,29300.0,60,763.0,2,0,0,36.0,18,OTHER,0
51,61900.0,1000.0,36,690.0,2,0,0,1.6,26,RENT,0
19,73900.0,18200.0,36,675.0,2,1,0,24.6,3,OTHER,0
72,26500.0,7000.0,36,643.0,5,0,2,26.4,21,MORTGAGE,0
64,99000.0,13000.0,24,708.0,6,0,1,13.1,15,OTHER,0
27,79500.0,32300.0,48,676.0,3,0,0,40.6,22,MORTGAGE,0
54,50200.0,12700.0,48,759.0,1,0,0,25.3,15,RENT,0
39,92500.0,22800.0,12,677.0,3,1,1,24.6,12,MORTGAGE,0
55,50900.0,11200.0,48,627.0,3,1,1,22.0,7,OTHER,0
54,84800.0,6900.0,60,765.0,4,1,0,8.1,20,RENT,0
65,68900.0,3400.0,60,754.0,2,0,0,4.9,16,RENT,0
67,54900.0,24400.0,36,699.0,2,0,0,44.4,15,MORTGAGE,0
27,57700.0,7700.0,12,649.0,0,1,1,13.3,16,RENT,0
35,77200.0,11100.0,48,613.0,5,0,0,14.4,6,MORTGAGE,0
68,31100.0,14400.0,36,594.0,2,0,1,46.3,23,MORTGAGE,0
44,85900.0,1000.0,36,761.0,2,0,1,1.2,13,RENT,0
41,38500.0,16800.0,36,653.0,5,0,0,43.6,6,MORTGAGE,0
22,65300.0,1000.0,36,678.0,7,0,0,1.5,11,MORTGAGE,0
73,73200.0,14400.0,48,553.0,3,0,0,19.7,19,OTHER,0
42,75400.0,14800.0,36,685.0,3,0,0,19.6,19,MORTGAGE,0
58,22100.0,1000.0,60,573.0,6,0,0,4.5,3,MORTGAGE,0
44,47300.0,7400.0,48,709.0,5,0,0,15.6,17,MORTGAGE,0
35,8300.0,29600.0,36,789.0,2,1,0,356.6,27,MORTGAGE,0
60,73200.0,5100.0,60,770.0,4,0,1,7.0,2,RENT,0
52,44600.0,12300.0,36,632.0,5,0,0,27.6,26,MORTGAGE,0
45,32400.0,11100.0,48,654.0,4,0,0,34.3,8,RENT,0
45,75000.0,22500.0,36,711.0,2,0,0,30.0,23,RENT,0
18,111600.0,26800.0,36,694.0,1,0,0,24.0,18,OWN,0
31,34300.0,26600.0,24,703.0,5,0,1,77.6,12,OTHER,0
72,59500.0,14300.0,48,664.0,3,0,1,24.0,18,RENT,1
64,56200.0,22600.0,48,536.0,2,0,1,40.2,25,OWN,0
57,30100.0,25800.0,48,645.0,2,0,0,85.7,7,OWN,0
49,57100.0,16900.0,36,661.0,4,0,0,29.6,17,MORTGAGE,0
37,76300.0,15000.0,60,657.0,5,0,0,19.7,9,OWN,0
54,60500.0,23200.0,48,650.0,1,0,0,38.3,8,RENT,0
68,47200.0,14500.0,24,721.0,8,1,0,30.7,4,MORTGAGE,1
23,54100.0,1000.0,36,728.0,1,0,0,1.8,20,MORTGAGE,0
65,60800.0,19800.0,24,725.0,2,0,2,32.6,11,MORTGAGE,0
57,30700.0,12200.0,36,677.0,4,1,0,39.7,5,OTHER,0
53,94400.0,30600.0,60,688.0,1,0,0,32.4,6,RENT,0
46,61600.0,10200.0,60,641.0,7,0,1,16.6,25,RENT,0
56,77900.0,17200.0,48,704.0,2,0,1,22.1,25,MORTGAGE,0
